SIGNAL,CEC,SYSTEM,SCENE,LISTENER,PROMPT,NWORDS,HITS,CORRECT,RESPONSE,SEVERITY
CEC2_E024_S09407_L0218,CEC2,CEC2E024,S09407,L0218,we pride ourselves on having won the propaganda war,9,5,55.5555555555556,we've found ourselves having won the gender war,Mild
CEC2_E024_S08919_L0218,CEC2,CEC2E024,S08919,L0218,this is surely the antithesis of communication,7,7,100,this is surely the antithesis of communication,Mild
CEC2_E024_S09692_L0218,CEC2,CEC2E024,S09692,L0218,it will mean change for the better,7,4,57.1428571428571,it will mean change,Mild
CEC2_E024_S08537_L0218,CEC2,CEC2E024,S08537,L0218,what a way to start the week,7,7,100,what a way to start the week,Mild
CEC2_E024_S09168_L0218,CEC2,CEC2E024,S09168,L0218,i am a gout sufferer and it's no laughing matter,10,9,90,i am a gout sufferer and that is no laughing matter,Mild
CEC2_E024_S09822_L0218,CEC2,CEC2E024,S09822,L0218,she was not exactly a romantic figure,7,4,57.1428571428571,she was not exactly something i ,Mild
CEC2_E024_S09999_L0218,CEC2,CEC2E024,S09999,L0218,ah yes there it was quite large and unattached,9,9,100,ah yes there it was quite large and unattached,Mild
CEC2_E024_S09882_L0218,CEC2,CEC2E024,S09882,L0218,also in the box was a bottle of poison,9,1,11.1111111111111,this is what it was over,Mild
CEC2_E024_S09247_L0218,CEC2,CEC2E024,S09247,L0218,any little thing at all only say,7,7,100,any little thing at all only say,Mild
CEC2_E024_S09177_L0218,CEC2,CEC2E024,S09177,L0218,it was less terrible because her marriage was over,9,7,77.7777777777778,it was just terrible but her marriage was over,Mild
CEC2_E024_S09440_L0218,CEC2,CEC2E024,S09440,L0218,already he was inspired by the thought of their fusion,10,9,90,already he was inspired by the thought of their future,Mild
CEC2_E024_S09736_L0218,CEC2,CEC2E024,S09736,L0218,he may well cause a bit more trouble yet,9,2,22.2222222222222,you may well thought,Mild
CEC2_E024_S09143_L0218,CEC2,CEC2E024,S09143,L0218,in the meantime keep looking over your shoulder,8,4,50,in the seem to have been over your,Mild
CEC2_E024_S08639_L0218,CEC2,CEC2E024,S08639,L0218,i must have that photograph he said,7,3,42.8571428571429,i must said ,Mild
CEC2_E024_S08991_L0218,CEC2,CEC2E024,S08991,L0218,the vital ingredient the ingredient of life was missing,9,0,0,i think ,Mild
CEC2_E024_S08817_L0218,CEC2,CEC2E024,S08817,L0218,the soldier gave her hair another painful jerk,8,1,12.5,the song ,Mild
CEC2_E024_S09289_L0218,CEC2,CEC2E024,S09289,L0218,it was a silly thing to say,7,7,100,it was a silly thing to say,Mild
CEC2_E024_S09585_L0218,CEC2,CEC2E024,S09585,L0218,he said it was someone out of his past,9,5,55.5555555555556,he said it was someone acting ,Mild
CEC2_E024_S09236_L0218,CEC2,CEC2E024,S09236,L0218,just don't leave it too late will you,8,8,100,just don't leave it too late will you,Mild
CEC2_E024_S09132_L0218,CEC2,CEC2E024,S09132,L0218,it was due for the chop and you know it,10,3,30,it was called the shop,Mild
CEC2_E024_S09611_L0218,CEC2,CEC2E024,S09611,L0218,my dear child there is no question of it,9,9,100,my dear child there is no question of it,Mild
CEC2_E024_S09565_L0218,CEC2,CEC2E024,S09565,L0218,but i bought milk and nut chocolate with it,9,8,88.8888888888889,but i brought milk and nut chocolate with it,Mild
CEC2_E024_S09750_L0218,CEC2,CEC2E024,S09750,L0218,outside in the open air it was glorious,8,8,100,outside in the open air it was glorious,Mild
CEC2_E024_S08580_L0218,CEC2,CEC2E024,S08580,L0218,you see we know you quite well,7,6,85.7142857142857,you see we know you fight well,Mild
CEC2_E024_S08832_L0218,CEC2,CEC2E024,S08832,L0218,even that would be better than separation,7,7,100,even that would be better than separation,Mild
CEC2_E024_S08575_L0218,CEC2,CEC2E024,S08575,L0218,the sooner she was long gone the better,8,3,37.5,long grass the better,Mild
CEC2_E024_S09694_L0218,CEC2,CEC2E024,S09694,L0218,everybody ought to get a bite of the big apple,10,10,100,everybody ought to get a bite of the big apple,Mild
CEC2_E024_S09108_L0218,CEC2,CEC2E024,S09108,L0218,history was an inspiration not a lesson to them,9,0,0,this will be ,Mild
CEC2_E024_S08866_L0218,CEC2,CEC2E024,S08866,L0218,i told him the credit authority number,7,4,57.1428571428571,i told him the pivotal choice,Mild
CEC2_E031_S09354_L0218,CEC2,CEC2E031,S09354,L0218,i was just rather rude to you,7,6,85.7142857142857,but i was just rather rude to him,Mild
CEC2_E031_S08792_L0218,CEC2,CEC2E031,S08792,L0218,i could feel its presence and now i can't,9,7,77.7777777777778,i could feel his presence but now i can't,Mild
CEC2_E031_S09377_L0218,CEC2,CEC2E031,S09377,L0218,and to ask you to support dad,7,4,57.1428571428571,i shall ask you to support her,Mild
CEC2_E031_S09866_L0218,CEC2,CEC2E031,S09866,L0218,what were they here for do you think,8,6,75,what are we here for do you think,Mild
CEC2_E031_S09951_L0218,CEC2,CEC2E031,S09951,L0218,as a result diamond is an excellent conductor of heat,10,5,50,diamond is a natural conductor of heat,Mild
CEC2_E031_S09432_L0218,CEC2,CEC2E031,S09432,L0218,finally he put it in his mouth,7,0,0,#,Mild
CEC2_E031_S09705_L0218,CEC2,CEC2E031,S09705,L0218,then isabel read them one by one,7,7,100,then isabel read them one by one,Mild
CEC2_E031_S09161_L0218,CEC2,CEC2E031,S09161,L0218,the engineer would go to sleep soon in a corner,10,9,90,the engineer will go to sleep soon in a corner,Mild
CEC2_E031_S08892_L0218,CEC2,CEC2E031,S08892,L0218,i was about to telephone the police,7,7,100,i was about to telephone the police,Mild
CEC2_E031_S08570_L0218,CEC2,CEC2E031,S08570,L0218,he let his breath out on a harsh sigh,9,5,55.5555555555556,left his out on a harsh,Mild
CEC2_E031_S09342_L0218,CEC2,CEC2E031,S09342,L0218,they give us no choice but to fight,8,8,100,they give us no choice but to fight,Mild
CEC2_E031_S08793_L0218,CEC2,CEC2E031,S08793,L0218,it isn't like going to the lavatory,7,7,100,it isn't like going to the lavatory,Mild
CEC2_E031_S08727_L0218,CEC2,CEC2E031,S08727,L0218,you would have to question whether she is genuine,9,9,100,you would have to question whether she is genuine,Mild
CEC2_E031_S09981_L0218,CEC2,CEC2E031,S09981,L0218,home rule was just around the corner,7,7,100,home rule was just around the corner,Mild
CEC2_E031_S09707_L0218,CEC2,CEC2E031,S09707,L0218,how come you know he's not in anyway,8,5,62.5,how come you know his anyway,Mild
CEC2_E031_S08528_L0218,CEC2,CEC2E031,S08528,L0218,perhaps i was wrong in what i then did,9,8,88.8888888888889,perhaps i was wrong what i then did,Mild
CEC2_E031_S09834_L0218,CEC2,CEC2E031,S09834,L0218,and you look fine now she said pushing on,9,9,100,and you look fine now she said pushing on,Mild
CEC2_E031_S09537_L0218,CEC2,CEC2E031,S09537,L0218,they never seem to be having a great time,9,7,77.7777777777778,you don't seem to be having a great time,Mild
CEC2_E031_S09640_L0218,CEC2,CEC2E031,S09640,L0218,i'm going up myself to have a look round,9,9,100,  i'm going up myself to have a look round,Mild
CEC2_E031_S09667_L0218,CEC2,CEC2E031,S09667,L0218,this is my eighth visit to the african continent,9,8,88.8888888888889,this is my first visit to the african continent,Mild
CEC2_E031_S09043_L0218,CEC2,CEC2E031,S09043,L0218,seen as a whole nature is not selfish,8,7,87.5,seen as a whole nature is a lot selfish,Mild
CEC2_E031_S09510_L0218,CEC2,CEC2E031,S09510,L0218,he didn't have anything on deposit did he,8,4,50,you didn't leave anything in deposit did you,Mild
CEC2_E031_S08854_L0218,CEC2,CEC2E031,S08854,L0218,dad sat back looking pleased with himself,7,7,100,dad sat back looking pleased with himself,Mild
CEC2_E031_S09519_L0218,CEC2,CEC2E031,S09519,L0218,how to skin a snake he read,7,7,100,how to skin a snake he read,Mild
CEC2_E031_S09587_L0218,CEC2,CEC2E031,S09587,L0218,ah well i said with a light laugh,8,8,100,ah well i said with a light laugh,Mild
CEC2_E031_S09603_L0218,CEC2,CEC2E031,S09603,L0218,i predict that the car will crash,7,7,100,i predict that the car will crash,Mild
CEC2_E031_S09523_L0218,CEC2,CEC2E031,S09523,L0218,the second goal should have been stopped too,8,8,100,the second goal should have been stopped too,Mild
CEC2_E031_S09477_L0218,CEC2,CEC2E031,S09477,L0218,the private dirt track led directly to it,8,8,100,the private dirt track led directly to it ,Mild
CEC2_E031_S08887_L0218,CEC2,CEC2E031,S08887,L0218,well that really is speculative of course,7,7,100,well that really is speculative of course,Mild
CEC2_E031_S09644_L0218,CEC2,CEC2E031,S09644,L0218,was she good the policeman went on,7,7,100,was she good the policeman went on,Mild
CEC2_E031_S08812_L0218,CEC2,CEC2E031,S08812,L0218,you don't know anything about either man,7,5,71.4285714285714,you don't know anything about,Mild
CEC2_E031_S09896_L0218,CEC2,CEC2E031,S09896,L0218,she was strong and they were old,7,6,85.7142857142857,she was strong they were old,Mild
CEC2_E031_S09865_L0218,CEC2,CEC2E031,S09865,L0218,did the seaside do this to people,7,7,100,did the seaside do this to people,Mild
CEC2_E031_S08643_L0218,CEC2,CEC2E031,S08643,L0218,but mostly it's either something i've written or something old,10,10,100,but mostly it's either something i've written or something old,Mild
CEC2_E031_S08707_L0218,CEC2,CEC2E031,S08707,L0218,name a record that can make you cry,8,8,100,name a record that can make you cry,Mild
CEC2_E031_S09081_L0218,CEC2,CEC2E031,S09081,L0218,the main comparison comes in the middle of the poem,10,10,100,the main comparison comes in the middle of the poem,Mild
CEC2_E031_S09689_L0218,CEC2,CEC2E031,S09689,L0218,if you risk nothing you achieve nothing,7,7,100,if you risk nothing you achieve nothing,Mild
CEC2_E031_S09065_L0218,CEC2,CEC2E031,S09065,L0218,not because of your lovely mouth my dear,8,7,87.5,not because your lovely mouth my dear,Mild
CEC2_E031_S08763_L0218,CEC2,CEC2E031,S08763,L0218,thought you might be able to help,7,7,100,thought you might be able to help,Mild
CEC2_E031_S09024_L0218,CEC2,CEC2E031,S09024,L0218,for once her mileage was beginning to show,8,8,100,for once her mileage was beginning to show,Mild
CEC2_E031_S08553_L0218,CEC2,CEC2E031,S08553,L0218,down from them were two more men,7,5,71.4285714285714,down to the left were two more men,Mild
CEC2_E031_S09076_L0218,CEC2,CEC2E031,S09076,L0218,if i tell you to eat you will eat,9,2,22.2222222222222,if i ,Mild
CEC2_E031_S08989_L0218,CEC2,CEC2E031,S08989,L0218,and then for an instant time reversed,7,7,100,and then for an instant time reversed,Mild
CEC2_E031_S08775_L0218,CEC2,CEC2E031,S08775,L0218,and you live here in the main street,8,8,100,and you live here in the main street,Mild
CEC2_E031_S09370_L0218,CEC2,CEC2E031,S09370,L0218,but we will return to this point later,8,8,100,but we will return to this point later,Mild
CEC2_E031_S09438_L0218,CEC2,CEC2E031,S09438,L0218,like a creative chef for a start,7,7,100,like a creative chef for a start,Mild
CEC2_E031_S09258_L0218,CEC2,CEC2E031,S09258,L0218,i knew i didn't want to walk up that beach,10,10,100,i knew i didn't want to walk up that beach,Mild
CEC2_E031_S09722_L0218,CEC2,CEC2E031,S09722,L0218,what star sign were you born under,7,0,0,starter,Mild
CEC2_E031_S08770_L0218,CEC2,CEC2E031,S08770,L0218,i just had to look after our property,8,8,100,i just had to look after our property,Mild
CEC2_E031_S09125_L0218,CEC2,CEC2E031,S09125,L0218,an attractive fish to look at and hardy to keep,10,10,100,an attractive fish to look at and hardy to keep,Mild
CEC2_E031_S09821_L0218,CEC2,CEC2E031,S09821,L0218,or i won't come to the party,7,7,100,or i wont come to the party,Mild
CEC2_E031_S09110_L0218,CEC2,CEC2E031,S09110,L0218,what about what he's doing to everybody else,8,8,100,what about what he's doing to everybody else,Mild
CEC2_E031_S09273_L0218,CEC2,CEC2E031,S09273,L0218,normal practice is to offer club membership,7,7,100,normal practice is to offer club membership,Mild
CEC2_E031_S08966_L0218,CEC2,CEC2E031,S08966,L0218,you are a good mother he said gently,8,1,12.5,said geoffrey,Mild
CEC2_E031_S09768_L0218,CEC2,CEC2E031,S09768,L0218,in consequence of his death the wedding was very quiet,10,9,90,in consequence of his death the wedding was fairly quiet,Mild
CEC2_E031_S09001_L0218,CEC2,CEC2E031,S09001,L0218,he couldn't make any sense of it at all,9,9,100,he couldn't make any sense of it at all,Mild
CEC2_E031_S08940_L0218,CEC2,CEC2E031,S08940,L0218,why would i want to hurt her,7,7,100,why would i want to hurt her,Mild
CEC2_E031_S08890_L0218,CEC2,CEC2E031,S08890,L0218,jimmy and i deserve to be in the final,9,9,100,jimmy and i deserve to be in the final,Mild
CEC2_E031_S09903_L0218,CEC2,CEC2E031,S09903,L0218,and what do you know he bit out thickly,9,7,77.7777777777778,and what do you know he thickly,Mild
CEC2_E031_S09321_L0218,CEC2,CEC2E031,S09321,L0218,did i not say that he was a good secretary,10,1,10,what i said,Mild
CEC2_E032_S09584_L0218,CEC2,CEC2E032,S09584,L0218,it was in fact a classic picnic,7,1,14.2857142857143,it is space,Mild
CEC2_E032_S09082_L0218,CEC2,CEC2E032,S09082,L0218,i wish i could do more for them,8,0,0,anybody,Mild
CEC2_E032_S08841_L0218,CEC2,CEC2E032,S08841,L0218,but my elbow gave me a bit of concern,9,6,66.6666666666667,but my elder gave me a little concern,Mild
CEC2_E032_S09398_L0218,CEC2,CEC2E032,S09398,L0218,but she didn't stand still for long,7,5,71.4285714285714,he didn't stand still for long,Mild
CEC2_E032_S08688_L0218,CEC2,CEC2E032,S08688,L0218,the wobbly singing of the little choir stopped,8,0,0,#,Mild
CEC2_E032_S09272_L0218,CEC2,CEC2E032,S09272,L0218,well it's a long time since dinner,7,5,71.4285714285714,it's a long time since then,Mild
CEC2_E032_S09526_L0218,CEC2,CEC2E032,S09526,L0218,no such distinction was made in the sixteenth century,9,8,88.8888888888889,no such distinction is made in the sixteenth century,Mild
CEC2_E032_S09157_L0218,CEC2,CEC2E032,S09157,L0218,most of us value a good listener,7,0,0,better to have started,Mild
CEC2_E032_S09174_L0218,CEC2,CEC2E032,S09174,L0218,there was far more in this than met the eye,10,7,70,there is far more than met the eye,Mild
CEC2_E032_S09153_L0218,CEC2,CEC2E032,S09153,L0218,but the right selection is vital for this game,9,2,22.2222222222222,but the last she was invited was the same,Mild
CEC2_E032_S09244_L0218,CEC2,CEC2E032,S09244,L0218,i am not going to do it ever again,9,1,11.1111111111111,i believe,Mild
CEC2_E032_S09067_L0218,CEC2,CEC2E032,S09067,L0218,of course i haven't i don't dream never have,9,0,0,#,Mild
CEC2_E032_S09785_L0218,CEC2,CEC2E032,S09785,L0218,you go off now and forget all about it,9,4,44.4444444444444,forget all about it,Mild
CEC2_E032_S09900_L0218,CEC2,CEC2E032,S09900,L0218,someone is going to be very disappointed,7,0,0,perfectly,Mild
CEC2_E032_S08569_L0218,CEC2,CEC2E032,S08569,L0218,anything can change nothing is written in stone,8,2,25,anything can be,Mild
CEC2_E032_S08624_L0218,CEC2,CEC2E032,S08624,L0218,i saw little of george at work or outside it,10,0,0,#,Mild
CEC2_E032_S09912_L0218,CEC2,CEC2E032,S09912,L0218,you tried fighting and i tried talking,7,7,100,you tried fighting and i tried talking,Mild
CEC2_E032_S09920_L0218,CEC2,CEC2E032,S09920,L0218,but most women live longer than most men,8,8,100,but most women live longer than most men,Mild
CEC2_E032_S09237_L0218,CEC2,CEC2E032,S09237,L0218,his set face was grey as the sky at dawn,10,6,60,that space was as grey as the sky at dawn,Mild
CEC2_E032_S09470_L0218,CEC2,CEC2E032,S09470,L0218,and what a hit the cup was,7,1,14.2857142857143,and was it,Mild
CEC2_E032_S08882_L0218,CEC2,CEC2E032,S08882,L0218,rain or no rain i must get on my way,10,0,0,when goes you can,Mild
CEC2_E032_S08612_L0218,CEC2,CEC2E032,S08612,L0218,or will a cooling hand on the brow be enough,10,6,60,hand on the brow be enough,Mild
CEC2_E032_S09073_L0218,CEC2,CEC2E032,S09073,L0218,it's a tradition or an old charter or something,9,3,33.3333333333333,it's a tradition that the,Mild
CEC2_E032_S09552_L0218,CEC2,CEC2E032,S09552,L0218,victoria met her in the hall saying you look frozen,10,9,90,victoria met her in the pool saying you look frozen,Mild
CEC2_E032_S09861_L0218,CEC2,CEC2E032,S09861,L0218,that is good you will be open to education,9,3,33.3333333333333,at a will be open,Mild
CEC2_E032_S09402_L0218,CEC2,CEC2E032,S09402,L0218,thought you were our missing best man come at last,10,3,30,van come at last,Mild
CEC2_E032_S08979_L0218,CEC2,CEC2E032,S08979,L0218,tell me what you made of her,7,0,0,#,Mild
CEC2_E032_S09346_L0218,CEC2,CEC2E032,S09346,L0218,you must excuse me officer i'm still half asleep,9,9,100,you must excuse me officer i'm still half asleep,Mild
CEC2_E032_S08944_L0218,CEC2,CEC2E032,S08944,L0218,at least i shall be warmer in the opposite direction,10,3,30,at least i,Mild
CEC2_E032_S09512_L0218,CEC2,CEC2E032,S09512,L0218,the award comes at a good time,7,0,0,#,Mild
CEC2_E032_S09025_L0218,CEC2,CEC2E032,S09025,L0218,perhaps he had forgotten how to speak,7,4,57.1428571428571,absolutely forgotten how to speak,Mild
CEC2_E032_S08626_L0218,CEC2,CEC2E032,S08626,L0218,that alone will make this tour a success for us,10,0,0,#,Mild
CEC2_E032_S09907_L0218,CEC2,CEC2E032,S09907,L0218,his tongue left a bead of spittle behind,8,4,50,this bun left a band of sticky behind,Mild
CEC2_E032_S08625_L0218,CEC2,CEC2E032,S08625,L0218,this is not just a party trick,7,5,71.4285714285714,this is not just a,Mild
CEC2_E032_S08996_L0218,CEC2,CEC2E032,S08996,L0218,i could take you across a desert i said,9,0,0,education was,Mild
CEC2_E032_S09090_L0218,CEC2,CEC2E032,S09090,L0218,he would have said it to no one else,9,9,100,he would have said it to no one else,Mild
CEC2_E032_S08676_L0218,CEC2,CEC2E032,S08676,L0218,i think it's where we ought to be going,9,0,0,#,Mild
CEC2_E032_S09009_L0218,CEC2,CEC2E032,S09009,L0218,the system would not let him down again,8,2,25,got him down,Mild
CEC2_E032_S08714_L0218,CEC2,CEC2E032,S08714,L0218,we owe it to gastronomy to keep them alive,9,0,0,he,Mild
CEC2_E032_S08622_L0218,CEC2,CEC2E032,S08622,L0218,her husband was a lathe operator in b area,9,4,44.4444444444444,  her husband was a,Mild
CEC2_E032_S08653_L0218,CEC2,CEC2E032,S08653,L0218,on paper news on sunday was a brilliant idea,9,7,77.7777777777778,on paper news on sunday was a brilliant idea,Mild
CEC2_E032_S09608_L0218,CEC2,CEC2E032,S09608,L0218,the van began to move forward again,7,3,42.8571428571429,the band began to,Mild
CEC2_E032_S09881_L0218,CEC2,CEC2E032,S09881,L0218,she could go now about her business,7,0,0,but no doubt,Mild
CEC2_E032_S08875_L0218,CEC2,CEC2E032,S08875,L0218,she heard the breathing of the sea,7,7,100,she heard the breathing of the sea,Mild
CEC2_E032_S09824_L0218,CEC2,CEC2E032,S09824,L0218,at the very least he was known and accessible,9,2,22.2222222222222,the very,Mild
CEC2_E032_S08860_L0218,CEC2,CEC2E032,S08860,L0218,i do hope he's all right he said,8,3,37.5,i think most people find it he said,Mild
CEC2_E032_S09235_L0218,CEC2,CEC2E032,S09235,L0218,why did england fail to exploit the discovery,8,7,87.5,did england fail to exploit the discovery,Mild
CEC2_E032_S09586_L0218,CEC2,CEC2E032,S09586,L0218,we shan't have to get involved with all that,9,9,100,we shan't have to get involved with all that,Mild
CEC2_E032_S08803_L0218,CEC2,CEC2E032,S08803,L0218,he's much younger than me of course,7,7,100,he's much younger than me of course,Mild
CEC2_E032_S08945_L0218,CEC2,CEC2E032,S08945,L0218,i shall never visit her or write to her,9,2,22.2222222222222,i should never be disturbed,Mild
CEC2_E032_S09893_L0218,CEC2,CEC2E032,S09893,L0218,if possible they should be from more than one country,10,10,100,if possible they should be from more than one country,Mild
CEC2_E032_S08836_L0218,CEC2,CEC2E032,S08836,L0218,almost as if you were running away from something,9,9,100,almost as if you were running away from something,Mild
CEC2_E032_S09536_L0218,CEC2,CEC2E032,S09536,L0218,how are we to get out of the present mess,10,4,40,be out of this present mess,Mild
CEC2_E032_S09109_L0218,CEC2,CEC2E032,S09109,L0218,they made me feel older than they were,8,0,0,it was the,Mild
CEC2_E032_S09371_L0218,CEC2,CEC2E032,S09371,L0218,she landed flat on her face in thick mud,9,0,0,#,Mild
CEC2_E032_S09098_L0218,CEC2,CEC2E032,S09098,L0218,i rattle my empty mug on the table,8,6,75,i rattled my mug on the table,Mild
CEC2_E032_S09434_L0218,CEC2,CEC2E032,S09434,L0218,anything to get my practice in fact,7,3,42.8571428571429,anything to keep my intact,Mild
CEC2_E032_S09846_L0218,CEC2,CEC2E032,S09846,L0218,and after you coming all the way from england,9,3,33.3333333333333,and after who to blame england,Mild
CEC2_E036_S08853_L0218,CEC2,CEC2E036,S08853,L0218,i break them in for my dad,7,0,0,but let us remember them,Mild
CEC2_E036_S08546_L0218,CEC2,CEC2E036,S08546,L0218,i think it's a good reason for not getting married,10,2,20,for not letting him marry,Mild
CEC2_E036_S09748_L0218,CEC2,CEC2E036,S09748,L0218,the economics were very much against us,7,0,0,#,Mild
CEC2_E036_S08969_L0218,CEC2,CEC2E036,S08969,L0218,we wish to report a theft said my chum,9,2,22.2222222222222,he said my friend,Mild
CEC2_E036_S09294_L0218,CEC2,CEC2E036,S09294,L0218,he knew there was nothing he could say,8,2,25,he what to say,Mild
CEC2_E036_S09230_L0218,CEC2,CEC2E036,S09230,L0218,you must stay in bed by all means,8,0,0,he loved ,Mild
CEC2_E036_S08628_L0218,CEC2,CEC2E036,S08628,L0218,is it a residential dwelling or an office,8,0,0,#,Mild
CEC2_E036_S09256_L0218,CEC2,CEC2E036,S09256,L0218,i just didn't want to risk it,7,3,42.8571428571429,at the front to risk it,Mild
CEC2_E036_S09441_L0218,CEC2,CEC2E036,S09441,L0218,when are we going to have a game again,9,2,22.2222222222222,to have the same event,Mild
CEC2_E036_S09786_L0218,CEC2,CEC2E036,S09786,L0218,this is an important lesson for every student,8,3,37.5,for every student,Mild
CEC2_E036_S09656_L0218,CEC2,CEC2E036,S09656,L0218,she will travel there later this afternoon from here,9,3,33.3333333333333,later this afternoon,Mild
CEC2_E036_S09307_L0218,CEC2,CEC2E036,S09307,L0218,all we can say is it's about time,8,7,87.5,all we can say then it's about time,Mild
CEC2_E036_S08525_L0218,CEC2,CEC2E036,S08525,L0218,that is if he doesn't live alone,7,0,0,the government even then,Mild
CEC2_E036_S09987_L0218,CEC2,CEC2E036,S09987,L0218,she had to get rid of him,7,0,0,you should have ,Mild
CEC2_E036_S09473_L0218,CEC2,CEC2E036,S09473,L0218,there are not very many in fact,7,2,28.5714285714286,not many,Mild
CEC2_E036_S08970_L0218,CEC2,CEC2E036,S08970,L0218,they sent a car to the station,7,1,14.2857142857143,placed on the card the future,Mild
CEC2_E036_S08902_L0218,CEC2,CEC2E036,S08902,L0218,he had his black chest out too,7,5,71.4285714285714,he had a black chest out,Mild
CEC2_E036_S09661_L0218,CEC2,CEC2E036,S09661,L0218,he is a pest and danger to everyone,8,2,25,he has a everything,Mild
CEC2_E036_S08837_L0218,CEC2,CEC2E036,S08837,L0218,at least she knew adam was safe now,8,0,0,let me as an escape plan,Mild
CEC2_E036_S08583_L0218,CEC2,CEC2E036,S08583,L0218,it was an unlikely theory even at first sight,9,5,55.5555555555556,it was an unlikely feeling even for my son,Mild
CEC2_E036_S09799_L0218,CEC2,CEC2E036,S09799,L0218,was it meant to end when it did,8,0,0,for anybody,Mild
CEC2_E036_S09335_L0218,CEC2,CEC2E036,S09335,L0218,has the time come to change course,7,7,100,has the time come to change course,Mild
CEC2_E036_S09401_L0218,CEC2,CEC2E036,S09401,L0218,without another word they took him away,7,7,100,without another word they took him away,Mild
CEC2_E036_S09390_L0218,CEC2,CEC2E036,S09390,L0218,it is an undertaking of an obligation,7,3,42.8571428571429,undertaking or an obligation,Mild
CEC2_E036_S09511_L0218,CEC2,CEC2E036,S09511,L0218,how did you pass the lower guard,7,3,42.8571428571429,how did you on there,Mild
CEC2_E036_S08710_L0218,CEC2,CEC2E036,S08710,L0218,can't he be of any help at all,8,7,87.5,can't we be of any help at all,Mild
CEC2_E036_S09875_L0218,CEC2,CEC2E036,S09875,L0218,but in the main the breakfast room was their home,10,6,60,but in the main there preference was a home,Mild
CEC2_E036_S09442_L0218,CEC2,CEC2E036,S09442,L0218,or i would be if it weren't for the circumstances,10,0,0,#,Mild
CEC2_E036_S08849_L0218,CEC2,CEC2E036,S08849,L0218,you don't ask for much do you mate,8,1,12.5,should i ask the daily maid,Mild
CEC2_E036_S09514_L0218,CEC2,CEC2E036,S09514,L0218,thank you but i'm not in need of any assurance,10,0,0,#,Mild
CEC2_E036_S09957_L0218,CEC2,CEC2E036,S09957,L0218,i am a major shareholder if you remember,8,5,62.5,i am a major shareholder,Mild
CEC2_E036_S09815_L0218,CEC2,CEC2E036,S09815,L0218,i am happy enough just being world champion again,9,5,55.5555555555556,i am happy enough for jackie again,Mild
CEC2_E036_S09365_L0218,CEC2,CEC2E036,S09365,L0218,then what chance is there for the rest of us,10,6,60,then what chance is there for,Mild
CEC2_E036_S09465_L0218,CEC2,CEC2E036,S09465,L0218,he is a simple man and old,7,7,100,he is a simple man and old,Mild
CEC2_E036_S09427_L0218,CEC2,CEC2E036,S09427,L0218,at least not in front of the maid,8,0,0,how do you mean nothing frightens him away,Mild
CEC2_E036_S09325_L0218,CEC2,CEC2E036,S09325,L0218,a good thump is beneficial when cod fishing,8,0,0,official,Mild
CEC2_E036_S09564_L0218,CEC2,CEC2E036,S09564,L0218,will the train be bombed on the way,8,8,100,will the train be bombed on the way,Mild
CEC2_E036_S09598_L0218,CEC2,CEC2E036,S09598,L0218,what did you think of him personally,7,4,57.1428571428571,what did you do to her personally,Mild
CEC2_E036_S09093_L0218,CEC2,CEC2E036,S09093,L0218,i wouldn't repeat what i said not to anybody,9,8,88.8888888888889,i wouldn't repeat what i said to anybody,Mild
CEC2_E036_S08647_L0218,CEC2,CEC2E036,S08647,L0218,just a bit the worse for gin i said,9,0,0,doctor,Mild
CEC2_E036_S09905_L0218,CEC2,CEC2E036,S09905,L0218,i didn't take in one word of french,8,7,87.5,i didn't take in one word of the friend,Mild
CEC2_E036_S08778_L0218,CEC2,CEC2E036,S08778,L0218,so if you spot a public phone box tell me,10,3,30,the public photograph tell me,Mild
CEC2_E036_S09676_L0218,CEC2,CEC2E036,S09676,L0218,squat down with your feet just over shoulder width apart,10,0,0,what sound,Mild
CEC2_E036_S09662_L0218,CEC2,CEC2E036,S09662,L0218,i'm sure your friend will have no trouble finding someone,10,9,90,i'm sure your friend will have no trouble finding somewhere,Mild
CEC2_E036_S09641_L0218,CEC2,CEC2E036,S09641,L0218,it was difficult and steep he said,7,7,100,it was difficult and steep he said,Mild
CEC2_E036_S09310_L0218,CEC2,CEC2E036,S09310,L0218,it was a pleasure having her round to tea,9,8,88.8888888888889,it was a pleasure having her round for tea,Mild
CEC2_E036_S09532_L0218,CEC2,CEC2E036,S09532,L0218,i've had them make up a bed for you,9,7,77.7777777777778,  i've to make up a bed for you.,Mild
CEC2_E036_S08921_L0218,CEC2,CEC2E036,S08921,L0218,that will be when the crafty bit comes in,9,0,0,#,Mild
CEC2_E036_S09032_L0218,CEC2,CEC2E036,S09032,L0218,would you give me your view of the problem,9,0,0,what do you think you,Mild
CEC2_E036_S09027_L0218,CEC2,CEC2E036,S09027,L0218,all are appointed by the lord chancellor,7,2,28.5714285714286,all of a chancellor,Mild
CEC2_E036_S09863_L0218,CEC2,CEC2E036,S09863,L0218,there are however no data to support such speculation,9,3,33.3333333333333,if there are however regulations,Mild
CEC2_E036_S09872_L0218,CEC2,CEC2E036,S09872,L0218,but i think i have an ear for talent,9,2,22.2222222222222,i think,Mild
CEC2_E036_S09852_L0218,CEC2,CEC2E036,S09852,L0218,be so kind as to answer me,7,1,14.2857142857143,is the part of me,Mild
